	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Enhydrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244789	0	0.000244405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0.000279887	0	0	0	0	0	3.48E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0.00098077	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000524146	0	0	0	0.000104391	0	0	0	0	0	0	0	0.000104453	0	0	0.000104592	0	0	0	0	0.00028021	0	0.000419448	0	0	0	0	0	0	0.000804674	0.000139519	0	0.000245192	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0.000139899	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	3.51E-05	3.51E-05	0	0	0	0	0	0	0	3.51E-05	0	3.51E-05	0	3.51E-05	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.49E-05	0	3.51E-05	3.51E-05	3.51E-05	0	0	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.51E-05	0	0	3.51E-05	3.51E-05	3.51E-05	0	3.51E-05	0	3.51E-05	3.49E-05	3.51E-05
Faecalibacterium	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	3.50E-05	0	0	0.008781444	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0.000174502	0.000104312	0	0	0	0.000280141	0.000104533	0.000104312	0	0.00035041	0.000245089	0.000384347	0.000104431	0.00014011	0.000349491	3.47E-05	0.000279388	0.000455757	0.000104855	0.000279945	0.000350238	0.000140056	0.000104924	0.000105234	3.48E-05	0.000105152	0	7.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000140085	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210445	0	0	0	7.00E-05	0.000175039	0.000175125	7.02E-05	0.000140326	0	0	0	0.000174648	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	7.00E-05	0.00010516	7.01E-05	0	0.000140252	0	0	0	0.000280653	0	0
Filifactor	0	0	0.000419639	3.50E-05	0	0	0	0	0.000174167	0	0	0.000104957	0	0.001117553	0	0	0.002133165	0.001783092	0	0.000349479	0	0	0.000174386	0	0	0	0	0	0	0	0	0.002516867	0	0	0	0	0.00174447	0	0.001364973	0	0.000244653	0	0	0	0.000699325	0	0	0	7.00E-05	0	0	0	0	0	0	0.000805322	0	0	0	0.000209915	0	0	0	0.000139363	0	0	0	3.49E-05	0	0	0	0	0	0	0.000591922	0	0	0	3.49E-05	0.000383904	0.000173853	0	0	0	0	0	0	0	0	3.50E-05	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0.001260504	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0.000245038	0	0	0	0	0	0	0	3.51E-05	3.51E-05	0	0	0.000174581	0	0	0	0	3.51E-05	0	0	0	0	0	3.51E-05	0	0	0.000526113	0	3.48E-05	0	0	3.50E-05	0	3.51E-05	0	0	3.49E-05	0	3.49E-05	0	0	3.51E-05	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	3.51E-05	0	0	0	0	3.51E-05	3.49E-05	3.51E-05
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208957	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0.001015086	0.000455294	0.0143027	0.007689082	0.000243826	0.030611175	0.000419727	0.000278697	0.007837537	0.010516753	0.00045219	0.005527761	0.006083065	0.027380038	0.001641921	0.004024638	0.089068401	0.018250472	0.003805733	0.00286573	0.008077488	0.001960441	0.003592355	0.012823201	0.00031395	0.000419845	0.076802124	0.022184956	0.018266275	0.005215577	0.001432665	0.046771769	0.002087029	0.015880789	0.002992553	0.003885874	0.036947875	0.020968757	0.021664567	0.002345117	0.010799664	0.012725048	0.000243724	0.000278784	0.018951712	0.002963428	0.012465519	0.000243699	0.01956187	0.031892572	0.000455342	0.03598054	0.019644168	0.001781908	0.047627361	0.025140056	0.008266489	0.011007058	0.000420153	0.003883427	0.001639344	0.001505444	0.000455357	0.003727963	0.003173939	0.021975343	0.019833095	0.00331843	0	0.002234481	0.000907916	6.94E-05	0.00204918	0.003174714	0.007694986	0.000731045	0.014100198	0.003420116	0.021347961	0.011935923	0.007892907	0.002540191	0.002231131	0.001151069	0.004132087	0.000940799	0.023261474	0.004988662	0.005816806	0.01158923	0.007931516	0.006927281	0.001015797	0.007094677	0.00114663	0.006740239	0.003365587	0.007759253	0.005598908	0.007319978	0.029551821	0.000699496	0.010032272	0.003170953	0.01363477	0.000873515	0.028629499	0.009489792	0.009744002	0.014980225	0.000592025	0.000627265	0.006274097	0.006166351	0.003698018	0.008601477	0.005714887	0.007916214	0.016767599	0.012187434	0.002095557	0.004711877	0.002379036	0.030730955	0.034498459	0.012667973	0.011675198	0.012138221	0.010119402	0.003563319	0.003282123	0.004060772	0.000348262	0.002575526	0.004589888	0.00470126	0.002658551	0.018797124	0.001501554	0.014337797	0.004081348	0.014842626	0.007176615	0.024448336	0.016555014	0.006188811	0.002122477	0.002647622	0.011303191	0.007071591	0.006059332	0.008140065	0.009682512	0.001779049	0.009536452	0.004735679	0.014845087	0.004267226	0.016901606	0.012315357	0.012589423	0.000452032	0.005709282	0.005207969	0.016872457	0.011219803	0.005980066	0.006498044	0.00915051	0.011928569	0.0087879	0.015353337	0.010411919	0.011998737	0.006065919	0.020881508	0.00613626	0.011267803	0.010068409	0.008665269	0.004490913
Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Gemmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.000105038	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	7.01E-05	0	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Granulicatella	0.002170184	0.001435926	0.00493076	0.00845799	0.002856247	0.007827515	0.002833158	0.000209023	0.001915842	0.010796268	0.001356569	0.00612252	0.003461054	0.00813718	0.003283843	0.004094631	0.001223947	0.005733865	0.003805733	0.004508283	0.005070285	0.001855417	0.010044643	0.012928022	0.000802316	0.007557204	0.011950103	0.010166649	0.007194747	0.001564673	0.00321476	0.00426469	0.002713138	0.020043375	0.002227016	0.00395589	0.001046682	0.007304117	0.001049979	0.006230312	0.003215434	0.001992659	0.000104453	0.000104544	0.043812721	0.001115643	0.011837005	0.001810333	0.003394457	0.004056511	0.000210158	0.002345035	0.006047048	0.012892631	0.010265722	0.003256303	0.001471155	0.004542596	0.005356955	0.010880593	0.000139519	0.002415713	0.006269922	0.002020765	0.000523177	0.003099533	0.016969866	0.005309487	3.48E-05	0.001955171	0.002793589	0.00027771	0.002986941	0.001186157	0.005362117	0.000556987	0.007206768	0.004118099	0.001921666	0.001465815	0.00201669	0.000521957	0.005159491	0.002267257	0.00332668	0.000662044	0.001147427	0.002023373	0.006517626	0.004131508	0.005520615	0.002436732	0.001576237	0.006535491	0.006845031	0.006495774	0.001577619	0.002656321	0.009448158	0.005743906	0.002345938	0.000804421	0.006349095	0.003240644	0.007606029	0.004402516	0.004590532	0.003992016	0.006530926	0.004970075	0.000452725	0.000418177	0.006414301	0.002487562	0.003802679	0.001601894	0.002839913	0.003432695	0.004480695	0.005183162	0.000558815	0.000732959	0.002274079	0.002487911	0.006654525	0.008783595	0.010202651	0.006349763	0.009524143	0.002829694	0.001536313	0.005180984	0.000313436	0.012077127	0.0070425	0.003964495	0.004897331	0.006102052	0.001501554	0.005048026	0.001220916	0.004842275	0.008997024	0.011908932	0.003507418	0.004055944	0.002226862	0.002055391	0.00230963	0.006721512	0.004518231	0.006736606	0.005753377	0.004918547	0.003353477	0.006770267	0.003772399	0.003427772	0.008100147	0.00659626	0.002875579	0.000521576	0.009737303	0.003879762	0.011295075	0.004558045	0.00272775	0.009537451	0.004137012	0.008069326	0.007352426	0.004556927	0.009009641	0.007543066	0.002980365	0.005395557	0.003085662	0.006683697	0.00582354	0.003284416	0.001684092
Haemophilus	0.003045259	0.018877176	0.087110085	0.071648259	0.494479083	0.123737638	0.076670164	0.031666957	0.355928661	0.117291499	0.779609726	0.031872092	0.221542442	0.084340295	0.06749345	0.023027927	0.055322423	0.070519544	0.285639468	0.037289439	0.126057766	0.043619814	0.090680804	0.136477987	0.885233893	0.071828423	0.053530871	0.10351815	0.102298128	0.35403338	0.09427633	0.038347258	0.750600021	0.042395411	0.787563505	0.076597234	0.029062871	0.108024044	0.066358673	0.001645082	0.113029498	0.15616151	0.819818251	0.801923613	0.010245113	0.851445107	0.138342819	0.609629578	0.019736842	0.050321723	0.014395797	0.03199048	0.094201126	0.137486461	0.14686267	0.014705882	0.028302217	0.107205255	0.031546514	0.08106217	0.875061039	0.069495501	0.016813198	0.552086963	0.841024031	0.316918576	0.057264569	0.341972894	0.107780058	0.301619999	0.805670985	0.002395251	0.084745763	0.018664527	0.095647632	0.773654529	0.004038575	0.04104139	0.274239195	0.046068475	0.005076495	0.021956991	0.079728081	0.01977746	0.09283188	0.735983832	0.108484006	0.232373975	0.168582241	0.152025489	0.364116003	0.106415567	0.106658727	0.068535281	0.00218902	0.243801076	0.164422942	0.039180735	0.054729328	0.349607733	0.134243697	0.005001399	0.317980918	0.077949683	0.171433579	0.409608665	0.217682307	0.108029555	0.348967974	0.170907564	0.840954205	0.760663507	0.161338941	0.32467942	0.134524142	0.02608302	0.211520931	0.323058601	0.216998635	0.533305316	0.013690975	0.458099194	0.599587167	0.186172822	0.116103951	0.105088186	0.270002104	0.32534643	0.137469799	0.148820961	0.156913408	0.199817965	0.086821759	0.01218154	0.341053222	0.286145318	0.137510057	0.315167456	0.491462094	0.270419968	0.073289845	0.285764413	0.233397514	0.156007005	0.247132686	0.380454545	0.018441197	0.018045637	0.126084826	0.302082969	0.533186228	0.312199572	0.313664269	0.815781212	0.254235512	0.250570035	0.222606448	0.652186079	0.230135353	0.307708501	0.141043625	0.004694183	0.194851138	0.148339741	0.115090501	0.238140318	0.643119426	0.238017049	0.191529643	0.23492264	0.199040683	0.265949243	0.222962314	0.24590394	0.344635344	0.190981711	0.368982082	0.110438464	0.275285038	0.319426974	0.027331415
Janthinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Johnsonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000942935	0	0	0	0	0	0	0	0	0	0	0	0	0.000139767	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.000314729	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0	0.000104522	0	0	0	3.49E-05	0	0	0	0	6.95E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000665453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105245	0	3.49E-05	0	3.49E-05	0	0.000175328	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001815579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0.000140169	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Kingella	3.50E-05	0.008405421	0	0	0	0	0	0	0.000348335	0	0	0.00041983	0.002097609	0.005308375	0.000139738	3.50E-05	0.002762624	0.000524439	0	0.000244635	0.000314707	3.50E-05	0	0	0	3.50E-05	0	0.001467351	0	0	0	0.000454434	0	0	0	3.50E-05	0	0	0.001749965	0.000910046	0.000174752	0.001643069	0	0	0.002552537	0	0.000698348	0	0.001539754	0	3.50E-05	3.50E-05	0.001433115	0.000209636	0	0.000490196	0.000630495	0	0.000210077	0	0	3.50E-05	3.50E-05	0	0	0	0.002234715	3.49E-05	0.000173895	0.000523706	0.000453958	0	0.000208391	0.000209322	0.000557103	0	0	0.000453689	3.49E-05	0.000314103	0	0	0.000348614	0	0	0	0	0.000418629	0.001191394	0.000490179	3.49E-05	0	0.000665522	0.001712508	0.000104239	3.49E-05	0	0.000559225	0.000524898	0	0	0.000104924	0	0.000174228	0	0.000209644	0.000490591	0	0.001012817	0.000420006	6.97E-05	0.000139392	0	0	0	0	0	0	0.000455071	0.00052532	0	0	0	0.00070082	0.000770524	0	0	0.000280653	0	0	0.000418994	0.000280053	6.97E-05	0.001635807	0	0.000245588	0.000489733	0	0	0.00049078	0.000174417	0.000631601	0	0	0.000596261	0	0	0	0	0.000910205	0	0	0.000561305	0	0	0.00038587	0	0	0.000666246	0.000526297	0.00052602	0	0.000350263	6.99E-05	0	0	0	0	0.000701189	0	0.000630208	0.000560852	0.000876424	0	0.000490884	0	0	0	0.000385897	0	0.000491194
Kocuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384065	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
